Repository,PR Number,PR Title,Created At,URL
mcagov/beacons,111,Bump docker/login-action from 1.10.0 to 1.12.0,2022-02-07 21:08:36,https://github.com/mcagov/beacons/pull/111
mcagov/beacons,112,Bump docker/build-push-action from 2.7.0 to 2.9.0,2022-02-07 21:08:39,https://github.com/mcagov/beacons/pull/112
mcagov/beacons,113,Bump hashicorp/aws from 3.57.0 to 3.74.1 in /terraform,2022-02-07 21:09:22,https://github.com/mcagov/beacons/pull/113
mcagov/beacons,114,Bump hashicorp/aws from 3.57.0 to 4.0.0 in /terraform,2022-02-10 21:22:53,https://github.com/mcagov/beacons/pull/114
mcagov/beacons,115,Bump hashicorp/aws from 3.57.0 to 4.1.0 in /terraform,2022-02-15 21:10:09,https://github.com/mcagov/beacons/pull/115
mcagov/beacons,116,Bump docker/login-action from 1.10.0 to 1.13.0,2022-02-17 21:08:16,https://github.com/mcagov/beacons/pull/116
mcagov/beacons,117,Monorepo,2022-02-18 10:48:53,https://github.com/mcagov/beacons/pull/117
mcagov/beacons,118,Bump nanoid from 3.1.22 to 3.3.1 in /service/src/main/backoffice,2022-02-18 11:04:46,https://github.com/mcagov/beacons/pull/118
mcagov/beacons,119,Bump follow-redirects from 1.13.3 to 1.14.9 in /service/src/main/backoffice,2022-02-18 11:04:53,https://github.com/mcagov/beacons/pull/119
mcagov/beacons,120,Bump node-sass from 5.0.0 to 7.0.0 in /service/src/main/backoffice,2022-02-18 11:06:05,https://github.com/mcagov/beacons/pull/120
mcagov/beacons,121,Bump url-parse from 1.5.1 to 1.5.7 in /service/src/main/backoffice,2022-02-18 11:07:03,https://github.com/mcagov/beacons/pull/121
mcagov/beacons,122,Bump actions/cache from 2.1.6 to 2.1.7,2022-02-18 21:06:54,https://github.com/mcagov/beacons/pull/122
mcagov/beacons,123,Bump follow-redirects from 1.14.4 to 1.14.9 in /webapp,2022-02-22 16:53:32,https://github.com/mcagov/beacons/pull/123
mcagov/beacons,124,Bump nanoid from 3.1.28 to 3.3.1 in /webapp,2022-02-22 16:53:32,https://github.com/mcagov/beacons/pull/124
mcagov/beacons,125,Bump next from 10.2.0 to 12.1.0 in /webapp,2022-02-22 16:53:37,https://github.com/mcagov/beacons/pull/125
mcagov/beacons,126,Bump actions/setup-node from 2.4.0 to 3.0.0,2022-02-24 21:08:10,https://github.com/mcagov/beacons/pull/126
mcagov/beacons,127,Bump actions/setup-node from 2.4.0 to 3,2022-02-25 17:50:00,https://github.com/mcagov/beacons/pull/127
mcagov/beacons,128,Bump docker/login-action from 1.10.0 to 1.14.0,2022-02-28 21:07:35,https://github.com/mcagov/beacons/pull/128
mcagov/beacons,129,Bump docker/login-action from 1.10.0 to 1.14.1,2022-03-01 21:10:39,https://github.com/mcagov/beacons/pull/129
mcagov/beacons,130,Bump actions/checkout from 2 to 3,2022-03-01 21:11:23,https://github.com/mcagov/beacons/pull/130
mcagov/beacons,131,Wait for ecs deployment,2022-03-14 10:41:16,https://github.com/mcagov/beacons/pull/131
mcagov/beacons,132,Bump docker/build-push-action from 2.7.0 to 2.10.0,2022-03-14 21:06:54,https://github.com/mcagov/beacons/pull/132
mcagov/beacons,133,Bump prettier from 2.3.2 to 2.6.0,2022-03-16 21:09:29,https://github.com/mcagov/beacons/pull/133
mcagov/beacons,134,Bump actions/cache from 2.1.6 to 3,2022-03-21 21:11:10,https://github.com/mcagov/beacons/pull/134
mcagov/beacons,135,Bump node-forge from 1.2.1 to 1.3.0 in /backoffice,2022-03-23 10:38:27,https://github.com/mcagov/beacons/pull/135
mcagov/beacons,136,Bump minimist from 1.2.5 to 1.2.6,2022-03-24 12:49:38,https://github.com/mcagov/beacons/pull/136
mcagov/beacons,137,Bump minimist from 1.2.5 to 1.2.6 in /terraform/trello-lambda,2022-03-24 12:49:45,https://github.com/mcagov/beacons/pull/137
mcagov/beacons,138,Bump minimist from 1.2.5 to 1.2.6 in /webapp,2022-03-24 12:49:54,https://github.com/mcagov/beacons/pull/138
mcagov/beacons,139,Bump minimist from 1.2.5 to 1.2.6 in /backoffice,2022-03-24 12:50:04,https://github.com/mcagov/beacons/pull/139
mcagov/beacons,140,Bump prettier-plugin-java from 1.3.1 to 1.6.1,2022-03-24 21:09:53,https://github.com/mcagov/beacons/pull/140
mcagov/beacons,141,Bump prettier from 2.3.2 to 2.6.1,2022-03-25 21:09:23,https://github.com/mcagov/beacons/pull/141
mcagov/beacons,142,"Hide ""Change email"" button from Azure B2C reset password flow",2022-03-30 12:43:24,https://github.com/mcagov/beacons/pull/142
mcagov/beacons,143,Bump actions/cache from 2.1.6 to 3.0.1,2022-03-30 21:09:28,https://github.com/mcagov/beacons/pull/143
mcagov/beacons,144,Bump actions/setup-node from 2.4.0 to 3.1.0,2022-04-01 21:09:40,https://github.com/mcagov/beacons/pull/144
mcagov/beacons,145,Bump prettier from 2.3.2 to 2.6.2,2022-04-04 21:09:43,https://github.com/mcagov/beacons/pull/145
mcagov/beacons,146,Bump moment from 2.29.1 to 2.29.2 in /terraform/trello-lambda,2022-04-09 12:03:09,https://github.com/mcagov/beacons/pull/146
mcagov/beacons,147,Bump nanoid from 3.1.28 to 3.3.2 in /webapp,2022-04-11 10:10:01,https://github.com/mcagov/beacons/pull/147
mcagov/beacons,148,Bump actions/upload-artifact from 2 to 3,2022-04-11 10:10:16,https://github.com/mcagov/beacons/pull/148
mcagov/beacons,149,Bump actions/setup-java from 2 to 3,2022-04-11 10:10:18,https://github.com/mcagov/beacons/pull/149
mcagov/beacons,150,Bump node-forge from 1.2.1 to 1.3.1 in /backoffice,2022-04-11 10:15:45,https://github.com/mcagov/beacons/pull/150
mcagov/beacons,151,Bump actions/setup-node from 3.1.0 to 3.1.1,2022-04-11 21:10:36,https://github.com/mcagov/beacons/pull/151
mcagov/beacons,152,Bump actions/cache from 3.0.1 to 3.0.2,2022-04-11 21:10:39,https://github.com/mcagov/beacons/pull/152
mcagov/beacons,153,Bump typescript from 4.6.2 to 4.6.3,2022-04-11 21:10:48,https://github.com/mcagov/beacons/pull/153
mcagov/beacons,154,Bump async from 3.2.1 to 3.2.3 in /webapp,2022-04-13 10:02:30,https://github.com/mcagov/beacons/pull/154
mcagov/beacons,155,Bump com.adarshr.test-logger from 3.0.0 to 3.2.0 in /service,2022-04-13 16:49:06,https://github.com/mcagov/beacons/pull/155
mcagov/beacons,156,Bump adoptopenjdk from 11-jre-hotspot to 16-jre-hotspot in /service,2022-04-13 16:49:06,https://github.com/mcagov/beacons/pull/156
mcagov/beacons,157,Bump node from 16-alpine to 17-alpine in /backoffice,2022-04-13 16:49:09,https://github.com/mcagov/beacons/pull/157
mcagov/beacons,158,Bump shedlock-spring from 4.33.0 to 4.34.0 in /service,2022-04-13 16:49:09,https://github.com/mcagov/beacons/pull/158
mcagov/beacons,159,Bump spring-data-elasticsearch from 4.2.7 to 4.3.3 in /service,2022-04-13 16:49:13,https://github.com/mcagov/beacons/pull/159
mcagov/beacons,160,Bump hashicorp/aws from 3.59.0 to 4.9.0 in /maintenance-page,2022-04-13 16:49:18,https://github.com/mcagov/beacons/pull/160
mcagov/beacons,161,Bump azure-spring-boot-starter-active-directory from 3.6.1 to 4.0.0 in /service,2022-04-13 16:49:20,https://github.com/mcagov/beacons/pull/161
mcagov/beacons,162,Bump io.freefair.lombok from 6.1.0 to 6.4.2 in /service,2022-04-13 16:49:21,https://github.com/mcagov/beacons/pull/162
mcagov/beacons,163,Bump next from 10.2.0 to 12.1.5 in /webapp,2022-04-13 16:49:35,https://github.com/mcagov/beacons/pull/163
mcagov/beacons,164,Bump husky from 4.3.8 to 7.0.4 in /webapp,2022-04-13 16:49:46,https://github.com/mcagov/beacons/pull/164
mcagov/beacons,165,Bump msw from 0.32.3 to 0.39.2 in /webapp,2022-04-13 16:50:11,https://github.com/mcagov/beacons/pull/165
mcagov/beacons,166,Bump redis-json from 6.0.1 to 6.0.3 in /webapp,2022-04-13 16:50:22,https://github.com/mcagov/beacons/pull/166
mcagov/beacons,167,Bump eslint-plugin-react-hooks from 4.2.0 to 4.4.0 in /webapp,2022-04-13 16:50:33,https://github.com/mcagov/beacons/pull/167
mcagov/beacons,168,Bump @types/react from 17.0.39 to 18.0.3 in /backoffice,2022-04-13 16:50:38,https://github.com/mcagov/beacons/pull/168
mcagov/beacons,169,Bump react-router-dom from 5.3.0 to 6.3.0 in /backoffice,2022-04-13 16:51:12,https://github.com/mcagov/beacons/pull/169
mcagov/beacons,170,Bump react-scripts from 5.0.0 to 5.0.1 in /backoffice,2022-04-13 16:52:13,https://github.com/mcagov/beacons/pull/170
mcagov/beacons,171,Bump @testing-library/jest-dom from 5.16.2 to 5.16.4 in /backoffice,2022-04-13 16:53:11,https://github.com/mcagov/beacons/pull/171
mcagov/beacons,172,Bump @appbaseio/reactivesearch from 3.28.0 to 3.29.1 in /backoffice,2022-04-13 16:53:48,https://github.com/mcagov/beacons/pull/172
mcagov/beacons,173,Bump @types/react from 17.0.39 to 18.0.4 in /backoffice,2022-04-13 17:39:17,https://github.com/mcagov/beacons/pull/173
mcagov/beacons,174,Bump hashicorp/setup-terraform from 1 to 2,2022-04-18 21:04:10,https://github.com/mcagov/beacons/pull/174
mcagov/beacons,175,Bump @types/react-dom from 17.0.11 to 18.0.1 in /backoffice,2022-04-18 21:17:40,https://github.com/mcagov/beacons/pull/175
mcagov/beacons,176,Bump @typescript-eslint/eslint-plugin from 4.31.2 to 4.33.0 in /webapp,2022-04-18 21:17:41,https://github.com/mcagov/beacons/pull/176
mcagov/beacons,177,Bump @types/react from 17.0.24 to 18.0.5 in /webapp,2022-04-18 21:17:53,https://github.com/mcagov/beacons/pull/177
mcagov/beacons,178,Bump @types/lodash from 4.14.178 to 4.14.181 in /backoffice,2022-04-18 21:17:57,https://github.com/mcagov/beacons/pull/178
mcagov/beacons,179,Bump @jest/types from 27.1.1 to 27.5.1 in /webapp,2022-04-18 21:18:08,https://github.com/mcagov/beacons/pull/179
mcagov/beacons,180,Bump @types/cookie from 0.4.1 to 0.5.0 in /webapp,2022-04-18 21:18:24,https://github.com/mcagov/beacons/pull/180
mcagov/beacons,181,Bump @material-table/core from 0.2.29 to 4.3.39 in /backoffice,2022-04-18 21:18:26,https://github.com/mcagov/beacons/pull/181
mcagov/beacons,182,Bump eslint from 8.9.0 to 8.13.0 in /backoffice,2022-04-18 21:18:56,https://github.com/mcagov/beacons/pull/182
mcagov/beacons,183,Bump adoptopenjdk from 11-jre-hotspot to 15-jre-hotspot in /service,2022-04-18 21:20:15,https://github.com/mcagov/beacons/pull/183
mcagov/beacons,184,Bump postgresql from 42.3.3 to 42.3.4 in /service,2022-04-18 21:20:21,https://github.com/mcagov/beacons/pull/184
mcagov/beacons,185,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.34.0 in /service,2022-04-18 21:20:23,https://github.com/mcagov/beacons/pull/185
mcagov/beacons,186,Bump hashicorp/aws from 4.9.0 to 4.10.0 in /maintenance-page,2022-04-18 21:20:28,https://github.com/mcagov/beacons/pull/186
mcagov/beacons,187,Bump spring-security-test from 5.6.2 to 5.6.3 in /service,2022-04-18 21:20:30,https://github.com/mcagov/beacons/pull/187
mcagov/beacons,188,Bump junit-jupiter from 1.16.3 to 1.17.1 in /service,2022-04-18 21:20:36,https://github.com/mcagov/beacons/pull/188
mcagov/beacons,189,Bump hibernate-types-55 from 2.15.1 to 2.16.1 in /service,2022-04-18 21:20:40,https://github.com/mcagov/beacons/pull/189
mcagov/beacons,190,Bump next-auth from 3.29.0 to 4.3.2 in /webapp,2022-04-22 21:46:58,https://github.com/mcagov/beacons/pull/190
mcagov/beacons,191,Bump github/codeql-action from 1 to 2,2022-04-25 21:05:53,https://github.com/mcagov/beacons/pull/191
mcagov/beacons,192,Bump cypress from 9.5.4 to 9.6.0,2022-04-25 21:06:16,https://github.com/mcagov/beacons/pull/192
mcagov/beacons,193,Bump ioredis from 4.28.5 to 5.0.4 in /webapp,2022-04-25 21:26:47,https://github.com/mcagov/beacons/pull/193
mcagov/beacons,194,Bump @types/lodash from 4.14.178 to 4.14.182 in /backoffice,2022-04-25 21:27:28,https://github.com/mcagov/beacons/pull/194
mcagov/beacons,195,Bump typescript from 4.5.5 to 4.6.3 in /backoffice,2022-04-25 21:27:55,https://github.com/mcagov/beacons/pull/195
mcagov/beacons,196,Bump @types/react from 17.0.39 to 17.0.44 in /backoffice,2022-04-25 21:28:12,https://github.com/mcagov/beacons/pull/196
mcagov/beacons,197,Bump @material-table/core from 0.2.29 to 3.2.5 in /backoffice,2022-04-25 21:29:00,https://github.com/mcagov/beacons/pull/197
mcagov/beacons,198,Bump next-auth from 3.29.0 to 4.3.3 in /webapp,2022-04-25 21:29:02,https://github.com/mcagov/beacons/pull/198
mcagov/beacons,199,Bump @types/cookie from 0.4.1 to 0.5.1 in /webapp,2022-04-25 21:30:43,https://github.com/mcagov/beacons/pull/199
mcagov/beacons,200,Bump eslint from 8.9.0 to 8.14.0 in /backoffice,2022-04-25 21:31:32,https://github.com/mcagov/beacons/pull/200
mcagov/beacons,201,Bump adoptopenjdk from 11-jre-hotspot to 14-jre-hotspot in /service,2022-04-25 21:31:40,https://github.com/mcagov/beacons/pull/201
mcagov/beacons,202,Bump hashicorp/aws from 4.9.0 to 4.11.0 in /maintenance-page,2022-04-25 21:32:21,https://github.com/mcagov/beacons/pull/202
mcagov/beacons,203,Bump @jest/types from 27.1.1 to 28.0.0 in /webapp,2022-04-25 21:32:31,https://github.com/mcagov/beacons/pull/203
mcagov/beacons,204,Bump spring-boot-starter-web from 2.6.6 to 2.6.7 in /service,2022-04-27 12:38:42,https://github.com/mcagov/beacons/pull/204
mcagov/beacons,205,Bump spring-boot-starter-test from 2.6.6 to 2.6.7 in /service,2022-04-27 12:38:45,https://github.com/mcagov/beacons/pull/205
mcagov/beacons,206,Bump spring-boot-devtools from 2.6.6 to 2.6.7 in /service,2022-04-27 12:43:39,https://github.com/mcagov/beacons/pull/206
mcagov/beacons,207,Bump adoptopenjdk from 11-jre-hotspot to 13-jre-hotspot in /service,2022-04-27 13:50:24,https://github.com/mcagov/beacons/pull/207
mcagov/beacons,208,Bump axios from 0.21.4 to 0.27.2 in /backoffice,2022-04-27 13:50:47,https://github.com/mcagov/beacons/pull/208
mcagov/beacons,209,Bump @mui/icons-material from 5.4.2 to 5.6.2 in /backoffice,2022-04-27 13:51:12,https://github.com/mcagov/beacons/pull/209
mcagov/beacons,210,Bump docker/setup-buildx-action from 1.6.0 to 1.7.0,2022-05-02 21:03:01,https://github.com/mcagov/beacons/pull/210
mcagov/beacons,211,Bump typescript from 4.6.3 to 4.6.4,2022-05-02 21:03:23,https://github.com/mcagov/beacons/pull/211
mcagov/beacons,212,Bump hashicorp/aws from 4.9.0 to 4.12.1 in /maintenance-page,2022-05-02 21:17:16,https://github.com/mcagov/beacons/pull/212
mcagov/beacons,213,Bump typescript from 4.5.5 to 4.6.4 in /backoffice,2022-05-02 21:21:26,https://github.com/mcagov/beacons/pull/213
mcagov/beacons,214,Bump docker/setup-buildx-action from 1.6.0 to 2.0.0,2022-05-09 21:04:10,https://github.com/mcagov/beacons/pull/214
mcagov/beacons,215,Bump docker/login-action from 1.14.1 to 2.0.0,2022-05-09 21:04:12,https://github.com/mcagov/beacons/pull/215
mcagov/beacons,216,Bump docker/build-push-action from 2.10.0 to 3.0.0,2022-05-09 21:04:16,https://github.com/mcagov/beacons/pull/216
mcagov/beacons,217,Bump cypress from 9.5.4 to 9.6.1,2022-05-09 21:04:32,https://github.com/mcagov/beacons/pull/217
mcagov/beacons,218,Bump husky from 7.0.4 to 8.0.1,2022-05-09 21:04:41,https://github.com/mcagov/beacons/pull/218
mcagov/beacons,219,Bump eslint from 8.9.0 to 8.15.0 in /backoffice,2022-05-09 21:24:25,https://github.com/mcagov/beacons/pull/219
mcagov/beacons,220,Bump hashicorp/aws from 4.9.0 to 4.13.0 in /maintenance-page,2022-05-09 21:25:08,https://github.com/mcagov/beacons/pull/220
mcagov/beacons,221,Bump hibernate-types-55 from 2.15.1 to 2.16.2 in /service,2022-05-09 21:26:33,https://github.com/mcagov/beacons/pull/221
mcagov/beacons,222,Bump actions/setup-node from 3.1.1 to 3.2.0,2022-05-16 21:05:01,https://github.com/mcagov/beacons/pull/222
mcagov/beacons,223,Bump dotenv from 16.0.0 to 16.0.1,2022-05-16 21:05:56,https://github.com/mcagov/beacons/pull/223
mcagov/beacons,224,Bump hashicorp/aws from 4.9.0 to 4.14.0 in /maintenance-page,2022-05-16 21:28:02,https://github.com/mcagov/beacons/pull/224
mcagov/beacons,225,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.35.0 in /service,2022-05-16 21:29:57,https://github.com/mcagov/beacons/pull/225
mcagov/beacons,226,Bump cypress from 9.5.4 to 9.7.0,2022-05-23 21:04:51,https://github.com/mcagov/beacons/pull/226
mcagov/beacons,227,Bump hashicorp/aws from 4.9.0 to 4.15.1 in /maintenance-page,2022-05-23 21:24:03,https://github.com/mcagov/beacons/pull/227
mcagov/beacons,228,Bump spring-boot-devtools from 2.6.6 to 2.7.0 in /service,2022-05-23 21:24:21,https://github.com/mcagov/beacons/pull/228
mcagov/beacons,229,Bump junit-jupiter from 1.16.3 to 1.17.2 in /service,2022-05-23 21:24:25,https://github.com/mcagov/beacons/pull/229
mcagov/beacons,230,Bump spring-boot-starter-web from 2.6.6 to 2.7.0 in /service,2022-05-23 21:25:46,https://github.com/mcagov/beacons/pull/230
mcagov/beacons,231,Bump eslint from 8.9.0 to 8.16.0 in /backoffice,2022-05-23 21:30:30,https://github.com/mcagov/beacons/pull/231
mcagov/beacons,232,Bump @mui/icons-material from 5.4.2 to 5.8.0 in /backoffice,2022-05-23 21:31:50,https://github.com/mcagov/beacons/pull/232
mcagov/beacons,233,Bump next-auth from 3.29.0 to 3.29.3 in /webapp,2022-05-24 22:06:36,https://github.com/mcagov/beacons/pull/233
mcagov/beacons,234,Bump prettier-plugin-java from 1.6.1 to 1.6.2,2022-05-30 21:05:39,https://github.com/mcagov/beacons/pull/234
mcagov/beacons,235,Bump typescript from 4.6.3 to 4.7.2,2022-05-30 21:06:09,https://github.com/mcagov/beacons/pull/235
mcagov/beacons,236,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.36.0 in /service,2022-05-30 21:35:51,https://github.com/mcagov/beacons/pull/236
mcagov/beacons,237,Bump typescript from 4.5.5 to 4.7.2 in /backoffice,2022-05-30 21:37:02,https://github.com/mcagov/beacons/pull/237
mcagov/beacons,238,Bump hashicorp/aws from 4.9.0 to 4.16.0 in /maintenance-page,2022-05-30 21:37:45,https://github.com/mcagov/beacons/pull/238
mcagov/beacons,239,Bump semver-regex from 3.1.3 to 3.1.4 in /webapp,2022-06-04 00:04:35,https://github.com/mcagov/beacons/pull/239
mcagov/beacons,240,Bump typescript from 4.6.3 to 4.7.3,2022-06-06 21:05:40,https://github.com/mcagov/beacons/pull/240
mcagov/beacons,241,Bump cypress from 9.5.4 to 10.0.3,2022-06-06 21:06:07,https://github.com/mcagov/beacons/pull/241
mcagov/beacons,242,Bump hashicorp/aws from 4.9.0 to 4.17.1 in /maintenance-page,2022-06-06 21:23:50,https://github.com/mcagov/beacons/pull/242
mcagov/beacons,243,Bump eslint from 8.9.0 to 8.17.0 in /backoffice,2022-06-06 21:25:31,https://github.com/mcagov/beacons/pull/243
mcagov/beacons,244,Bump @material-table/core from 0.2.29 to 5.0.2 in /backoffice,2022-06-06 21:27:00,https://github.com/mcagov/beacons/pull/244
mcagov/beacons,245,Bump @mui/icons-material from 5.4.2 to 5.8.2 in /backoffice,2022-06-06 21:29:49,https://github.com/mcagov/beacons/pull/245
mcagov/beacons,246,Bump typescript from 4.5.5 to 4.7.3 in /backoffice,2022-06-06 21:33:16,https://github.com/mcagov/beacons/pull/246
mcagov/beacons,247,Bump actions/setup-node from 3.1.1 to 3.3.0,2022-06-06 21:56:50,https://github.com/mcagov/beacons/pull/247
mcagov/beacons,248,Bump lint-staged from 11.2.6 to 13.0.0 in /backoffice,2022-06-08 14:34:56,https://github.com/mcagov/beacons/pull/248
mcagov/beacons,249,Bump cypress from 9.5.4 to 10.1.0,2022-06-13 21:05:40,https://github.com/mcagov/beacons/pull/249
mcagov/beacons,250,Bump hashicorp/aws from 4.9.0 to 4.18.0 in /maintenance-page,2022-06-13 21:30:37,https://github.com/mcagov/beacons/pull/250
mcagov/beacons,251,Bump lint-staged from 11.2.6 to 13.0.1 in /backoffice,2022-06-13 21:31:56,https://github.com/mcagov/beacons/pull/251
mcagov/beacons,252,Bump typescript from 4.6.3 to 4.7.4,2022-06-20 21:04:52,https://github.com/mcagov/beacons/pull/252
mcagov/beacons,253,Bump typescript from 4.7.3 to 4.7.4 in /backoffice,2022-06-20 21:24:11,https://github.com/mcagov/beacons/pull/253
mcagov/beacons,254,Bump lint-staged from 11.2.6 to 13.0.2 in /backoffice,2022-06-20 21:25:01,https://github.com/mcagov/beacons/pull/254
mcagov/beacons,255,Bump hashicorp/aws from 4.9.0 to 4.19.0 in /maintenance-page,2022-06-20 21:26:32,https://github.com/mcagov/beacons/pull/255
mcagov/beacons,256,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.37.0 in /service,2022-06-20 21:27:36,https://github.com/mcagov/beacons/pull/256
mcagov/beacons,257,Bump eslint from 8.17.0 to 8.18.0 in /backoffice,2022-06-20 21:28:03,https://github.com/mcagov/beacons/pull/257
mcagov/beacons,258,Bump next-auth from 3.29.3 to 3.29.5 in /webapp,2022-06-21 21:06:50,https://github.com/mcagov/beacons/pull/258
mcagov/beacons,259,Bump cypress from 9.5.4 to 10.2.0,2022-06-27 21:07:17,https://github.com/mcagov/beacons/pull/259
mcagov/beacons,260,Bump lint-staged from 11.2.6 to 13.0.3 in /backoffice,2022-06-27 21:30:54,https://github.com/mcagov/beacons/pull/260
mcagov/beacons,261,Bump nginx from 1.21.6 to 1.23.0 in /opensearch/proxy,2022-06-27 21:34:23,https://github.com/mcagov/beacons/pull/261
mcagov/beacons,262,Bump hibernate-types-55 from 2.15.1 to 2.16.3 in /service,2022-06-27 21:34:47,https://github.com/mcagov/beacons/pull/262
mcagov/beacons,263,Bump hashicorp/aws from 4.9.0 to 4.20.1 in /maintenance-page,2022-06-27 21:35:22,https://github.com/mcagov/beacons/pull/263
mcagov/beacons,264,Bump spring-boot-starter-web from 2.6.6 to 2.7.1 in /service,2022-06-27 21:35:30,https://github.com/mcagov/beacons/pull/264
mcagov/beacons,265,Bump spring-boot-devtools from 2.6.6 to 2.7.1 in /service,2022-06-27 21:35:42,https://github.com/mcagov/beacons/pull/265
mcagov/beacons,266,Bump cypress from 9.5.4 to 10.3.0,2022-07-04 21:04:37,https://github.com/mcagov/beacons/pull/266
mcagov/beacons,267,Bump @material-table/core from 0.2.34 to 5.0.3 in /backoffice,2022-07-04 21:24:08,https://github.com/mcagov/beacons/pull/267
mcagov/beacons,268,Bump hashicorp/aws from 4.9.0 to 4.21.0 in /maintenance-page,2022-07-04 21:25:00,https://github.com/mcagov/beacons/pull/268
mcagov/beacons,269,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.38.0 in /service,2022-07-04 21:25:02,https://github.com/mcagov/beacons/pull/269
mcagov/beacons,270,Bump junit-jupiter from 1.16.3 to 1.17.3 in /service,2022-07-04 21:26:01,https://github.com/mcagov/beacons/pull/270
mcagov/beacons,271,Bump eslint from 8.17.0 to 8.19.0 in /backoffice,2022-07-04 21:28:22,https://github.com/mcagov/beacons/pull/271
mcagov/beacons,272,Bump next-auth from 3.29.3 to 3.29.8 in /webapp,2022-07-06 19:48:03,https://github.com/mcagov/beacons/pull/272
mcagov/beacons,273,Bump actions/setup-node from 3.1.1 to 3.4.0,2022-07-11 21:09:41,https://github.com/mcagov/beacons/pull/273
mcagov/beacons,274,Bump hashicorp/aws from 4.9.0 to 4.22.0 in /maintenance-page,2022-07-11 21:41:20,https://github.com/mcagov/beacons/pull/274
mcagov/beacons,275,Bump @material-table/core from 0.2.34 to 5.0.4 in /backoffice,2022-07-11 21:41:32,https://github.com/mcagov/beacons/pull/275
mcagov/beacons,276,Clear Redis cache when starting a new registration,2022-07-15 13:33:52,https://github.com/mcagov/beacons/pull/276
mcagov/beacons,277,Bump actions/setup-node from 3.1.1 to 3.4.1,2022-07-18 21:31:21,https://github.com/mcagov/beacons/pull/277
mcagov/beacons,278,Bump eslint from 8.17.0 to 8.20.0 in /backoffice,2022-07-18 21:57:11,https://github.com/mcagov/beacons/pull/278
mcagov/beacons,279,Copy to clipboard,2022-07-20 14:09:49,https://github.com/mcagov/beacons/pull/279
mcagov/beacons,280,Bump terser from 5.14.0 to 5.14.2 in /backoffice,2022-07-21 05:48:33,https://github.com/mcagov/beacons/pull/280
mcagov/beacons,281,Added beacon notes to copy to clipboard export,2022-07-21 15:55:42,https://github.com/mcagov/beacons/pull/281
mcagov/beacons,282,Bump docker/build-push-action from 2.10.0 to 3.1.0,2022-07-25 21:08:44,https://github.com/mcagov/beacons/pull/282
mcagov/beacons,283,Bump cypress from 9.5.4 to 10.3.1,2022-07-25 21:09:26,https://github.com/mcagov/beacons/pull/283
mcagov/beacons,284,Bump nginx from 1.21.6 to 1.23.1 in /opensearch/proxy,2022-07-25 21:30:31,https://github.com/mcagov/beacons/pull/284
mcagov/beacons,285,Bump hashicorp/aws from 4.9.0 to 4.23.0 in /maintenance-page,2022-07-25 21:31:11,https://github.com/mcagov/beacons/pull/285
mcagov/beacons,286,Bump spring-boot-starter-web from 2.6.6 to 2.7.2 in /service,2022-07-25 21:31:28,https://github.com/mcagov/beacons/pull/286
mcagov/beacons,287,Bump hibernate-types-55 from 2.15.1 to 2.17.0 in /service,2022-07-25 21:31:48,https://github.com/mcagov/beacons/pull/287
mcagov/beacons,288,Bump spring-boot-devtools from 2.6.6 to 2.7.2 in /service,2022-07-25 21:33:00,https://github.com/mcagov/beacons/pull/288
mcagov/beacons,289,Bump hashicorp/aws from 4.9.0 to 4.24.0 in /maintenance-page,2022-08-01 21:26:30,https://github.com/mcagov/beacons/pull/289
mcagov/beacons,290,Bump shedlock-provider-jdbc-template from 4.33.+ to 4.39.0 in /service,2022-08-01 21:27:30,https://github.com/mcagov/beacons/pull/290
mcagov/beacons,291,Bump eslint from 8.17.0 to 8.21.0 in /backoffice,2022-08-01 21:27:32,https://github.com/mcagov/beacons/pull/291
mcagov/beacons,292,Bump hibernate-types-55 from 2.15.1 to 2.17.1 in /service,2022-08-01 21:30:29,https://github.com/mcagov/beacons/pull/292
mcagov/beacons,293,Bump next-auth from 3.29.3 to 3.29.10 in /webapp,2022-08-02 18:05:38,https://github.com/mcagov/beacons/pull/293
mcagov/beacons,294,Bump docker/build-push-action from 2.10.0 to 3.1.1,2022-08-08 21:05:10,https://github.com/mcagov/beacons/pull/294
mcagov/beacons,295,Bump cypress from 9.5.4 to 10.4.0,2022-08-08 21:05:44,https://github.com/mcagov/beacons/pull/295
mcagov/beacons,296,Bump hashicorp/aws from 4.9.0 to 4.25.0 in /maintenance-page,2022-08-08 21:27:10,https://github.com/mcagov/beacons/pull/296
mcagov/beacons,297,Bump hibernate-types-55 from 2.15.1 to 2.17.3 in /service,2022-08-08 21:28:49,https://github.com/mcagov/beacons/pull/297
mcagov/beacons,298,Service health check,2022-08-10 13:28:28,https://github.com/mcagov/beacons/pull/298
mcagov/beacons,299,Bump @material-table/core from 0.2.34 to 5.0.5 in /backoffice,2022-08-15 21:19:17,https://github.com/mcagov/beacons/pull/299
mcagov/beacons,300,Bump hibernate-types-55 from 2.15.1 to 2.18.0 in /service,2022-08-15 21:22:05,https://github.com/mcagov/beacons/pull/300
